chrom	start	end	midpoint	window_bp	ctcf_count
chr3L	25370000	25372000	25371000	10000	0
chr3L	25436000	25438000	25437000	10000	0
chr3L	25466000	25468000	25467000	10000	0
chr3L	25534000	25536000	25535000	10000	0
chr3L	25562000	25564000	25563000	10000	0
chr3L	25620000	25622000	25621000	10000	1
chr3L	25632000	25634000	25633000	10000	0
chr3L	25656000	25658000	25657000	10000	1
chr3L	25698000	25700000	25699000	10000	0
chr3L	25732000	25734000	25733000	10000	0
chr3L	25778000	25780000	25779000	10000	0
chr3L	25836000	25838000	25837000	10000	0
chr3L	25856000	25858000	25857000	10000	0
chr3L	25916000	25918000	25917000	10000	0
chr3L	25974000	25976000	25975000	10000	0
chr3L	25990000	25992000	25991000	10000	0
chr3L	26016000	26018000	26017000	10000	0
chr3L	26052000	26054000	26053000	10000	0
chr3L	26084000	26086000	26085000	10000	0
chr3L	26148000	26150000	26149000	10000	0
chr3L	26156000	26158000	26157000	10000	0
chr3L	26210000	26212000	26211000	10000	0
chr3L	26234000	26236000	26235000	10000	0
chr3L	26284000	26286000	26285000	10000	0
chr3L	26308000	26310000	26309000	10000	0
chr3L	26330000	26332000	26331000	10000	0
chr3L	26354000	26356000	26355000	10000	0
chr3L	26362000	26364000	26363000	10000	0
chr3L	26464000	26466000	26465000	10000	0
chr3L	26490000	26492000	26491000	10000	0
chr3L	26506000	26508000	26507000	10000	0
chr3L	26524000	26526000	26525000	10000	0
chr3L	26548000	26550000	26549000	10000	0
chr3L	26576000	26578000	26577000	10000	0
chr3L	26648000	26650000	26649000	10000	0
chr3L	26690000	26692000	26691000	10000	0
chr3L	26732000	26734000	26733000	10000	0
chr3L	26792000	26794000	26793000	10000	0
chr3L	26824000	26826000	26825000	10000	0
chr3L	26840000	26842000	26841000	10000	0
chr3L	26856000	26858000	26857000	10000	0
chr3L	26914000	26916000	26915000	10000	0
chr3L	26994000	26996000	26995000	10000	0
chr3L	27038000	27040000	27039000	10000	0
chr3L	27122000	27124000	27123000	10000	0
chr3L	27140000	27142000	27141000	10000	0
chr3L	27252000	27254000	27253000	10000	0
chr3L	27280000	27282000	27281000	10000	0
chr3L	27322000	27324000	27323000	10000	0
chr3L	27402000	27404000	27403000	10000	0
chr3L	27434000	27436000	27435000	10000	0
chr3L	27450000	27452000	27451000	10000	0
chr3L	27472000	27474000	27473000	10000	0
chr3L	27490000	27492000	27491000	10000	0
chr3L	27520000	27522000	27521000	10000	0
chr3L	27566000	27568000	27567000	10000	0
chr3L	27588000	27590000	27589000	10000	0
chr3L	27684000	27686000	27685000	10000	0
chr3L	27734000	27736000	27735000	10000	0
chr3L	27746000	27748000	27747000	10000	0
chr3L	27802000	27804000	27803000	10000	0
chr3L	27822000	27824000	27823000	10000	0
chr3L	27844000	27846000	27845000	10000	0
chr3L	27894000	27896000	27895000	10000	0
chr3L	27964000	27966000	27965000	10000	0
chr3L	27982000	27984000	27983000	10000	0
chr3L	27994000	27996000	27995000	10000	0
chr3L	28016000	28018000	28017000	10000	0
chr3L	28060000	28062000	28061000	10000	0
chr3L	28098000	28100000	28099000	10000	0
chr3R	8000	10000	9000	10000	0
chr3R	40000	42000	41000	10000	0
chr3R	76000	78000	77000	10000	0
chr3R	92000	94000	93000	10000	0
chr3R	128000	130000	129000	10000	0
chr3R	156000	158000	157000	10000	0
chr3R	196000	198000	197000	10000	0
chr3R	238000	240000	239000	10000	0
chr3R	278000	280000	279000	10000	0
chr3R	304000	306000	305000	10000	0
chr3R	324000	326000	325000	10000	0
chr3R	336000	338000	337000	10000	0
chr3R	372000	374000	373000	10000	0
chr3R	388000	390000	389000	10000	0
chr3R	432000	434000	433000	10000	0
chr3R	478000	480000	479000	10000	0
chr3R	490000	492000	491000	10000	0
chr3R	570000	572000	571000	10000	0
chr3R	602000	604000	603000	10000	0
chr3R	624000	626000	625000	10000	0
chr3R	652000	654000	653000	10000	1
chr3R	710000	712000	711000	10000	0
chr3R	744000	746000	745000	10000	0
chr3R	766000	768000	767000	10000	0
chr3R	798000	800000	799000	10000	0
chr3R	826000	828000	827000	10000	0
chr3R	914000	916000	915000	10000	0
chr3R	996000	998000	997000	10000	0
chr3R	1016000	1018000	1017000	10000	1
chr3R	1056000	1058000	1057000	10000	0
chr3R	1130000	1132000	1131000	10000	0
chr3R	1152000	1154000	1153000	10000	0
chr3R	1188000	1190000	1189000	10000	0
chr3R	1242000	1244000	1243000	10000	0
chr3R	1390000	1392000	1391000	10000	0
chr3R	1404000	1406000	1405000	10000	0
chr3R	1462000	1464000	1463000	10000	0
chr3R	1486000	1488000	1487000	10000	0
chr3R	1528000	1530000	1529000	10000	0
chr3R	1550000	1552000	1551000	10000	1
chr3R	1572000	1574000	1573000	10000	2
chr3R	1598000	1600000	1599000	10000	0
chr3R	1620000	1622000	1621000	10000	0
chr3R	1656000	1658000	1657000	10000	0
chr3R	1694000	1696000	1695000	10000	0
chr3R	1712000	1714000	1713000	10000	0
chr3R	1724000	1726000	1725000	10000	0
chr3R	1810000	1812000	1811000	10000	0
chr3R	1834000	1836000	1835000	10000	1
chr3R	1866000	1868000	1867000	10000	0
chr3R	1910000	1912000	1911000	10000	0
chr3R	2018000	2020000	2019000	10000	0
chr3R	2092000	2094000	2093000	10000	0
chr3R	2114000	2116000	2115000	10000	0
chr3R	2156000	2158000	2157000	10000	1
chr3R	2184000	2186000	2185000	10000	0
chr3R	2230000	2232000	2231000	10000	0
chr3R	2298000	2300000	2299000	10000	0
chr3R	2326000	2328000	2327000	10000	0
chr3R	2378000	2380000	2379000	10000	0
chr3R	2410000	2412000	2411000	10000	0
chr3R	2432000	2434000	2433000	10000	0
chr3R	2484000	2486000	2485000	10000	0
chr3R	2494000	2496000	2495000	10000	0
chr3R	2498000	2500000	2499000	10000	0
chr3R	2524000	2526000	2525000	10000	0
chr3R	2530000	2532000	2531000	10000	0
chr3R	2548000	2550000	2549000	10000	0
chr3R	2578000	2580000	2579000	10000	0
chr3R	2596000	2598000	2597000	10000	0
chr3R	2676000	2678000	2677000	10000	1
chr3R	2712000	2714000	2713000	10000	0
chr3R	2760000	2762000	2761000	10000	0
chr3R	2812000	2814000	2813000	10000	0
chr3R	2844000	2846000	2845000	10000	0
chr3R	2854000	2856000	2855000	10000	0
chr3R	2872000	2874000	2873000	10000	0
chr3R	2924000	2926000	2925000	10000	1
chr3R	2990000	2992000	2991000	10000	0
chr3R	3014000	3016000	3015000	10000	0
chr3R	3044000	3046000	3045000	10000	0
chr3R	3066000	3068000	3067000	10000	1
chr3R	3108000	3110000	3109000	10000	0
chr3R	3140000	3142000	3141000	10000	1
chr3R	3170000	3172000	3171000	10000	0
chr3R	3210000	3212000	3211000	10000	0
chr3R	3280000	3282000	3281000	10000	0
chr3R	3308000	3310000	3309000	10000	0
chr3R	3334000	3336000	3335000	10000	0
chr3R	3368000	3370000	3369000	10000	0
chr3R	3426000	3428000	3427000	10000	0
chr3R	3474000	3476000	3475000	10000	0
chr3R	3570000	3572000	3571000	10000	0
chr3R	3686000	3688000	3687000	10000	0
chr3R	3732000	3734000	3733000	10000	0
chr3R	3792000	3794000	3793000	10000	1
chr3R	3838000	3840000	3839000	10000	0
chr3R	3896000	3898000	3897000	10000	1
chr3R	4006000	4008000	4007000	10000	0
chr3R	4174000	4176000	4175000	10000	0
chr3R	4194000	4196000	4195000	10000	0
chr3R	4218000	4220000	4219000	10000	0
chr3R	4230000	4232000	4231000	10000	0
chr3R	4310000	4312000	4311000	10000	1
chr3R	4380000	4382000	4381000	10000	0
chr3R	4434000	4436000	4435000	10000	0
chr3R	4480000	4482000	4481000	10000	0
chr3R	4642000	4644000	4643000	10000	0
chr3R	4714000	4716000	4715000	10000	0
chr3R	4776000	4778000	4777000	10000	1
chr3R	4802000	4804000	4803000	10000	0
chr3R	4822000	4824000	4823000	10000	1
chr3R	4906000	4908000	4907000	10000	0
chr3R	4952000	4954000	4953000	10000	0
chr3R	4970000	4972000	4971000	10000	1
chr3R	5128000	5130000	5129000	10000	1
chr3R	5218000	5220000	5219000	10000	0
chr3R	5260000	5262000	5261000	10000	1
chr3R	5298000	5300000	5299000	10000	2
chr3R	5372000	5374000	5373000	10000	1
chr3R	5468000	5470000	5469000	10000	0
chr3R	5548000	5550000	5549000	10000	0
chr3R	5592000	5594000	5593000	10000	0
chr3R	5602000	5604000	5603000	10000	0
chr3R	5624000	5626000	5625000	10000	1
chr3R	5670000	5672000	5671000	10000	0
chr3R	5734000	5736000	5735000	10000	0
chr3R	5760000	5762000	5761000	10000	0
chr3R	5780000	5782000	5781000	10000	0
chr3R	5862000	5864000	5863000	10000	0
chr3R	6010000	6012000	6011000	10000	0
chr3R	6172000	6174000	6173000	10000	0
chr3R	6334000	6336000	6335000	10000	1
chr3R	6382000	6384000	6383000	10000	0
chr3R	6406000	6408000	6407000	10000	0
chr3R	6460000	6462000	6461000	10000	0
chr3R	6646000	6648000	6647000	10000	0
chr3R	6660000	6662000	6661000	10000	0
chr3R	6760000	6762000	6761000	10000	0
chr3R	6822000	6824000	6823000	10000	0
chr3R	6912000	6914000	6913000	10000	2
chr3R	7066000	7068000	7067000	10000	0
chr3R	7074000	7076000	7075000	10000	1
chr3R	7082000	7084000	7083000	10000	1
chr3R	7086000	7088000	7087000	10000	1
chr3R	7128000	7130000	7129000	10000	0
chr3R	7156000	7158000	7157000	10000	0
chr3R	7200000	7202000	7201000	10000	0
chr3R	7262000	7264000	7263000	10000	0
chr3R	7472000	7474000	7473000	10000	0
chr3R	7550000	7552000	7551000	10000	0
chr3R	7810000	7812000	7811000	10000	2
chr3R	7886000	7888000	7887000	10000	0
chr3R	7920000	7922000	7921000	10000	0
chr3R	7978000	7980000	7979000	10000	1
chr3R	8000000	8002000	8001000	10000	0
chr3R	8034000	8036000	8035000	10000	0
chr3R	8104000	8106000	8105000	10000	0
chr3R	8128000	8130000	8129000	10000	0
chr3R	8234000	8236000	8235000	10000	0
chr3R	8306000	8308000	8307000	10000	0
chr3R	8350000	8352000	8351000	10000	0
chr3R	8364000	8366000	8365000	10000	0
chr3R	8650000	8652000	8651000	10000	0
chr3R	8674000	8676000	8675000	10000	1
chr3R	8712000	8714000	8713000	10000	0
chr3R	8748000	8750000	8749000	10000	0
chr3R	8800000	8802000	8801000	10000	0
chr3R	8848000	8850000	8849000	10000	0
chr3R	8862000	8864000	8863000	10000	1
chr3R	8938000	8940000	8939000	10000	1
chr3R	8980000	8982000	8981000	10000	0
chr3R	9004000	9006000	9005000	10000	0
chr3R	9020000	9022000	9021000	10000	0
chr3R	9048000	9050000	9049000	10000	1
chr3R	9058000	9060000	9059000	10000	0
chr3R	9064000	9066000	9065000	10000	0
chr3R	9238000	9240000	9239000	10000	0
chr3R	9334000	9336000	9335000	10000	1
chr3R	9354000	9356000	9355000	10000	0
chr3R	9400000	9402000	9401000	10000	0
chr3R	9438000	9440000	9439000	10000	0
chr3R	9496000	9498000	9497000	10000	0
chr3R	9504000	9506000	9505000	10000	0
chr3R	9516000	9518000	9517000	10000	0
chr3R	9552000	9554000	9553000	10000	0
chr3R	9574000	9576000	9575000	10000	0
chr3R	9582000	9584000	9583000	10000	0
chr3R	9632000	9634000	9633000	10000	0
chr3R	9678000	9680000	9679000	10000	2
chr3R	9692000	9694000	9693000	10000	1
chr3R	9726000	9728000	9727000	10000	0
chr3R	9748000	9750000	9749000	10000	0
chr3R	9764000	9766000	9765000	10000	1
chr3R	9778000	9780000	9779000	10000	0
chr3R	9810000	9812000	9811000	10000	1
chr3R	9868000	9870000	9869000	10000	0
chr3R	9986000	9988000	9987000	10000	0
chr3R	10044000	10046000	10045000	10000	0
chr3R	10076000	10078000	10077000	10000	0
chr3R	10100000	10102000	10101000	10000	1
chr3R	10110000	10112000	10111000	10000	0
chr3R	10134000	10136000	10135000	10000	0
chr3R	10144000	10146000	10145000	10000	1
chr3R	10170000	10172000	10171000	10000	0
chr3R	10264000	10266000	10265000	10000	1
chr3R	10312000	10314000	10313000	10000	0
chr3R	10350000	10352000	10351000	10000	1
chr3R	10378000	10380000	10379000	10000	0
chr3R	10396000	10398000	10397000	10000	0
chr3R	10416000	10418000	10417000	10000	0
chr3R	10676000	10678000	10677000	10000	0
chr3R	10760000	10762000	10761000	10000	0
chr3R	10852000	10854000	10853000	10000	1
chr3R	10872000	10874000	10873000	10000	0
chr3R	10894000	10896000	10895000	10000	0
chr3R	11120000	11122000	11121000	10000	0
chr3R	11210000	11212000	11211000	10000	1
chr3R	11222000	11224000	11223000	10000	0
chr3R	11244000	11246000	11245000	10000	0
chr3R	11408000	11410000	11409000	10000	0
chr3R	11438000	11440000	11439000	10000	0
chr3R	11558000	11560000	11559000	10000	0
chr3R	11590000	11592000	11591000	10000	1
chr3R	11620000	11622000	11621000	10000	1
chr3R	11656000	11658000	11657000	10000	0
chr3R	11666000	11668000	11667000	10000	0
chr3R	11736000	11738000	11737000	10000	1
chr3R	11758000	11760000	11759000	10000	0
chr3R	11764000	11766000	11765000	10000	0
chr3R	11822000	11824000	11823000	10000	0
chr3R	11882000	11884000	11883000	10000	0
chr3R	11950000	11952000	11951000	10000	0
chr3R	11994000	11996000	11995000	10000	0
chr3R	12220000	12222000	12221000	10000	1
chr3R	12356000	12358000	12357000	10000	1
chr3R	12384000	12386000	12385000	10000	0
chr3R	12408000	12410000	12409000	10000	0
chr3R	12426000	12428000	12427000	10000	1
chr3R	12442000	12444000	12443000	10000	0
chr3R	12478000	12480000	12479000	10000	0
chr3R	12628000	12630000	12629000	10000	0
chr3R	12676000	12678000	12677000	10000	0
chr3R	12698000	12700000	12699000	10000	0
chr3R	12712000	12714000	12713000	10000	0
chr3R	12724000	12726000	12725000	10000	1
chr3R	12982000	12984000	12983000	10000	0
chr3R	12998000	13000000	12999000	10000	0
chr3R	13012000	13014000	13013000	10000	0
chr3R	13032000	13034000	13033000	10000	0
chr3R	13056000	13058000	13057000	10000	0
chr3R	13078000	13080000	13079000	10000	1
chr3R	13260000	13262000	13261000	10000	1
chr3R	13324000	13326000	13325000	10000	0
chr3R	13382000	13384000	13383000	10000	0
chr3R	13404000	13406000	13405000	10000	0
chr3R	13436000	13438000	13437000	10000	1
chr3R	13646000	13648000	13647000	10000	0
chr3R	13660000	13662000	13661000	10000	0
chr3R	13684000	13686000	13685000	10000	1
chr3R	13774000	13776000	13775000	10000	0
chr3R	13840000	13842000	13841000	10000	0
chr3R	13964000	13966000	13965000	10000	0
chr3R	14032000	14034000	14033000	10000	0
chr3R	14090000	14092000	14091000	10000	3
chr3R	14260000	14262000	14261000	10000	0
chr3R	14288000	14290000	14289000	10000	0
chr3R	14298000	14300000	14299000	10000	0
chr3R	14308000	14310000	14309000	10000	0
chr3R	14316000	14318000	14317000	10000	0
chr3R	14328000	14330000	14329000	10000	0
chr3R	14392000	14394000	14393000	10000	2
chr3R	14512000	14514000	14513000	10000	0
chr3R	14576000	14578000	14577000	10000	2
chr3R	14656000	14658000	14657000	10000	0
chr3R	14698000	14700000	14699000	10000	0
chr3R	14728000	14730000	14729000	10000	0
chr3R	14742000	14744000	14743000	10000	0
chr3R	14874000	14876000	14875000	10000	1
chr3R	14904000	14906000	14905000	10000	1
chr3R	15096000	15098000	15097000	10000	0
chr3R	15134000	15136000	15135000	10000	0
chr3R	15148000	15150000	15149000	10000	1
chr3R	15196000	15198000	15197000	10000	1
chr3R	15210000	15212000	15211000	10000	1
chr3R	15222000	15224000	15223000	10000	0
chr3R	15242000	15244000	15243000	10000	0
chr3R	15266000	15268000	15267000	10000	1
chr3R	15278000	15280000	15279000	10000	0
chr3R	15288000	15290000	15289000	10000	0
chr3R	15320000	15322000	15321000	10000	1
chr3R	15330000	15332000	15331000	10000	1
chr3R	15372000	15374000	15373000	10000	0
chr3R	15438000	15440000	15439000	10000	1
chr3R	15486000	15488000	15487000	10000	1
chr3R	15548000	15550000	15549000	10000	0
chr3R	15688000	15690000	15689000	10000	0
chr3R	15786000	15788000	15787000	10000	2
chr3R	15858000	15860000	15859000	10000	0
chr3R	15966000	15968000	15967000	10000	0
chr3R	15972000	15974000	15973000	10000	0
chr3R	16004000	16006000	16005000	10000	1
chr3R	16042000	16044000	16043000	10000	0
chr3R	16154000	16156000	16155000	10000	0
chr3R	16188000	16190000	16189000	10000	0
chr3R	16206000	16208000	16207000	10000	0
chr3R	16264000	16266000	16265000	10000	1
chr3R	16272000	16274000	16273000	10000	0
chr3R	16320000	16322000	16321000	10000	0
chr3R	16352000	16354000	16353000	10000	0
chr3R	16432000	16434000	16433000	10000	0
chr3R	16456000	16458000	16457000	10000	0
chr3R	16484000	16486000	16485000	10000	0
chr3R	16624000	16626000	16625000	10000	0
chr3R	16640000	16642000	16641000	10000	0
chr3R	16656000	16658000	16657000	10000	0
chr3R	16798000	16800000	16799000	10000	0
chr3R	16990000	16992000	16991000	10000	0
chr3R	17044000	17046000	17045000	10000	0
chr3R	17080000	17082000	17081000	10000	0
chr3R	17110000	17112000	17111000	10000	0
chr3R	17152000	17154000	17153000	10000	0
chr3R	17386000	17388000	17387000	10000	1
chr3R	17402000	17404000	17403000	10000	1
chr3R	17534000	17536000	17535000	10000	0
chr3R	17616000	17618000	17617000	10000	1
chr3R	17648000	17650000	17649000	10000	0
chr3R	17672000	17674000	17673000	10000	0
chr3R	17682000	17684000	17683000	10000	1
chr3R	17720000	17722000	17721000	10000	1
chr3R	17812000	17814000	17813000	10000	0
chr3R	18022000	18024000	18023000	10000	2
chr3R	18164000	18166000	18165000	10000	1
chr3R	18200000	18202000	18201000	10000	0
chr3R	18226000	18228000	18227000	10000	0
chr3R	18242000	18244000	18243000	10000	0
chr3R	18302000	18304000	18303000	10000	0
chr3R	18412000	18414000	18413000	10000	1
chr3R	18572000	18574000	18573000	10000	0
chr3R	18586000	18588000	18587000	10000	0
chr3R	18658000	18660000	18659000	10000	0
chr3R	18678000	18680000	18679000	10000	0
chr3R	18744000	18746000	18745000	10000	0
chr3R	18760000	18762000	18761000	10000	0
chr3R	18798000	18800000	18799000	10000	0
chr3R	18906000	18908000	18907000	10000	0
chr3R	18930000	18932000	18931000	10000	1
chr3R	18984000	18986000	18985000	10000	0
chr3R	19032000	19034000	19033000	10000	0
chr3R	19096000	19098000	19097000	10000	0
chr3R	19154000	19156000	19155000	10000	0
chr3R	19230000	19232000	19231000	10000	0
chr3R	19412000	19414000	19413000	10000	1
chr3R	19566000	19568000	19567000	10000	1
chr3R	19616000	19618000	19617000	10000	0
chr3R	19648000	19650000	19649000	10000	3
chr3R	19778000	19780000	19779000	10000	0
chr3R	19848000	19850000	19849000	10000	0
chr3R	19862000	19864000	19863000	10000	1
chr3R	19904000	19906000	19905000	10000	0
chr3R	20008000	20010000	20009000	10000	1
chr3R	20036000	20038000	20037000	10000	0
chr3R	20252000	20254000	20253000	10000	0
chr3R	20288000	20290000	20289000	10000	0
chr3R	20328000	20330000	20329000	10000	0
chr3R	20534000	20536000	20535000	10000	0
chr3R	20558000	20560000	20559000	10000	0
chr3R	20580000	20582000	20581000	10000	0
chr3R	20622000	20624000	20623000	10000	0
chr3R	20644000	20646000	20645000	10000	0
chr3R	20762000	20764000	20763000	10000	0
chr3R	20822000	20824000	20823000	10000	0
chr3R	20832000	20834000	20833000	10000	0
chr3R	20920000	20922000	20921000	10000	0
chr3R	20948000	20950000	20949000	10000	1
chr3R	21016000	21018000	21017000	10000	1
chr3R	21054000	21056000	21055000	10000	0
chr3R	21140000	21142000	21141000	10000	0
chr3R	21156000	21158000	21157000	10000	0
chr3R	21186000	21188000	21187000	10000	1
chr3R	21216000	21218000	21217000	10000	1
chr3R	21296000	21298000	21297000	10000	0
chr3R	21348000	21350000	21349000	10000	0
chr3R	21378000	21380000	21379000	10000	0
chr3R	21520000	21522000	21521000	10000	0
chr3R	21580000	21582000	21581000	10000	0
chr3R	21594000	21596000	21595000	10000	0
chr3R	21620000	21622000	21621000	10000	1
chr3R	21664000	21666000	21665000	10000	0
chr3R	21672000	21674000	21673000	10000	0
chr3R	21822000	21824000	21823000	10000	1
chr3R	21878000	21880000	21879000	10000	0
chr3R	22018000	22020000	22019000	10000	0
chr3R	22042000	22044000	22043000	10000	0
chr3R	22094000	22096000	22095000	10000	0
chr3R	22356000	22358000	22357000	10000	0
chr3R	22400000	22402000	22401000	10000	0
chr3R	22468000	22470000	22469000	10000	0
chr3R	22532000	22534000	22533000	10000	0
chr3R	22582000	22584000	22583000	10000	0
chr3R	22622000	22624000	22623000	10000	1
chr3R	22640000	22642000	22641000	10000	0
chr3R	22686000	22688000	22687000	10000	0
chr3R	22726000	22728000	22727000	10000	0
chr3R	22750000	22752000	22751000	10000	0
chr3R	22794000	22796000	22795000	10000	0
chr3R	23016000	23018000	23017000	10000	1
chr3R	23128000	23130000	23129000	10000	0
chr3R	23158000	23160000	23159000	10000	2
chr3R	23190000	23192000	23191000	10000	0
chr3R	23222000	23224000	23223000	10000	1
chr3R	23280000	23282000	23281000	10000	0
chr3R	23348000	23350000	23349000	10000	0
chr3R	23358000	23360000	23359000	10000	0
chr3R	23680000	23682000	23681000	10000	1
chr3R	23694000	23696000	23695000	10000	0
chr3R	23722000	23724000	23723000	10000	1
chr3R	23732000	23734000	23733000	10000	1
chr3R	23752000	23754000	23753000	10000	1
chr3R	23820000	23822000	23821000	10000	0
chr3R	23860000	23862000	23861000	10000	0
chr3R	23890000	23892000	23891000	10000	1
chr3R	23924000	23926000	23925000	10000	0
chr3R	23944000	23946000	23945000	10000	0
chr3R	23996000	23998000	23997000	10000	0
chr3R	24014000	24016000	24015000	10000	0
chr3R	24032000	24034000	24033000	10000	0
chr3R	24058000	24060000	24059000	10000	0
chr3R	24106000	24108000	24107000	10000	2
chr3R	24152000	24154000	24153000	10000	0
chr3R	24170000	24172000	24171000	10000	0
chr3R	24230000	24232000	24231000	10000	0
chr3R	24252000	24254000	24253000	10000	1
chr3R	24278000	24280000	24279000	10000	1
chr3R	24290000	24292000	24291000	10000	1
chr3R	24318000	24320000	24319000	10000	0
chr3R	24360000	24362000	24361000	10000	0
chr3R	24528000	24530000	24529000	10000	0
chr3R	24544000	24546000	24545000	10000	0
chr3R	24586000	24588000	24587000	10000	0
chr3R	24626000	24628000	24627000	10000	0
chr3R	24662000	24664000	24663000	10000	0
chr3R	24754000	24756000	24755000	10000	0
chr3R	24814000	24816000	24815000	10000	2
chr3R	24850000	24852000	24851000	10000	0
chr3R	24878000	24880000	24879000	10000	0
chr3R	24918000	24920000	24919000	10000	0
chr3R	25024000	25026000	25025000	10000	0
chr3R	25074000	25076000	25075000	10000	0
chr3R	25098000	25100000	25099000	10000	0
chr3R	25128000	25130000	25129000	10000	0
chr3R	25246000	25248000	25247000	10000	1
chr3R	25266000	25268000	25267000	10000	0
chr3R	25326000	25328000	25327000	10000	0
chr3R	25474000	25476000	25475000	10000	0
chr3R	25494000	25496000	25495000	10000	0
chr3R	25624000	25626000	25625000	10000	1
chr3R	25648000	25650000	25649000	10000	0
chr3R	25688000	25690000	25689000	10000	0
chr3R	25756000	25758000	25757000	10000	0
chr3R	25850000	25852000	25851000	10000	0
chr3R	25888000	25890000	25889000	10000	0
chr3R	25982000	25984000	25983000	10000	0
chr3R	26042000	26044000	26043000	10000	0
chr3R	26060000	26062000	26061000	10000	0
chr3R	26088000	26090000	26089000	10000	0
chr3R	26130000	26132000	26131000	10000	1
chr3R	26188000	26190000	26189000	10000	0
chr3R	26262000	26264000	26263000	10000	0
chr3R	26452000	26454000	26453000	10000	0
chr3R	26536000	26538000	26537000	10000	1
chr3R	26566000	26568000	26567000	10000	0
chr3R	26726000	26728000	26727000	10000	0
chr3R	26864000	26866000	26865000	10000	0
chr3R	26876000	26878000	26877000	10000	0
chr3R	26912000	26914000	26913000	10000	0
chr3R	26956000	26958000	26957000	10000	2
chr3R	26988000	26990000	26989000	10000	1
chr3R	27112000	27114000	27113000	10000	0
chr3R	27154000	27156000	27155000	10000	0
chr3R	27240000	27242000	27241000	10000	0
chr3R	27296000	27298000	27297000	10000	1
chr3R	27548000	27550000	27549000	10000	1
chr3R	27584000	27586000	27585000	10000	0
chr3R	27608000	27610000	27609000	10000	0
chr3R	27676000	27678000	27677000	10000	1
chr3R	27712000	27714000	27713000	10000	0
chr3R	27916000	27918000	27917000	10000	0
chr3R	27938000	27940000	27939000	10000	0
chr3R	27960000	27962000	27961000	10000	0
chr3R	28252000	28254000	28253000	10000	0
chr3R	28326000	28328000	28327000	10000	1
chr3R	28346000	28348000	28347000	10000	1
chr3R	28600000	28602000	28601000	10000	1
chr3R	28636000	28638000	28637000	10000	0
chr3R	28812000	28814000	28813000	10000	0
chr3R	28844000	28846000	28845000	10000	0
chr3R	28888000	28890000	28889000	10000	0
chr3R	29028000	29030000	29029000	10000	0
chr3R	29122000	29124000	29123000	10000	0
chr3R	29154000	29156000	29155000	10000	1
chr3R	29202000	29204000	29203000	10000	0
chr3R	29220000	29222000	29221000	10000	0
chr3R	29320000	29322000	29321000	10000	1
chr3R	29490000	29492000	29491000	10000	1
chr3R	29504000	29506000	29505000	10000	0
chr3R	29590000	29592000	29591000	10000	0
chr3R	29724000	29726000	29725000	10000	3
chr3R	29738000	29740000	29739000	10000	0
chr3R	29802000	29804000	29803000	10000	0
chr3R	29860000	29862000	29861000	10000	0
chr3R	29994000	29996000	29995000	10000	1
chr3R	30022000	30024000	30023000	10000	1
chr3R	30056000	30058000	30057000	10000	0
chr3R	30122000	30124000	30123000	10000	0
chr3R	30210000	30212000	30211000	10000	1
chr3R	30250000	30252000	30251000	10000	0
chr3R	30386000	30388000	30387000	10000	0
chr3R	30424000	30426000	30425000	10000	1
chr3R	30466000	30468000	30467000	10000	0
chr3R	30602000	30604000	30603000	10000	1
chr3R	30766000	30768000	30767000	10000	2
chr3R	30796000	30798000	30797000	10000	1
chr3R	30808000	30810000	30809000	10000	0
chr3R	30890000	30892000	30891000	10000	0
chr3R	31062000	31064000	31063000	10000	3
chr3R	31196000	31198000	31197000	10000	0
chr3R	31220000	31222000	31221000	10000	0
chr3R	31256000	31258000	31257000	10000	0
chr3R	31378000	31380000	31379000	10000	0
chr3R	31396000	31398000	31397000	10000	1
chr3R	31404000	31406000	31405000	10000	1
chr3R	31458000	31460000	31459000	10000	1
chr3R	31572000	31574000	31573000	10000	0
chr3R	31596000	31598000	31597000	10000	0
chr3R	31622000	31624000	31623000	10000	0
chr3R	31670000	31672000	31671000	10000	0
chr3R	31712000	31714000	31713000	10000	0
chr3R	31746000	31748000	31747000	10000	0
chr3R	31772000	31774000	31773000	10000	0
chr3R	31812000	31814000	31813000	10000	0
chr3R	31980000	31982000	31981000	10000	0
chr3R	32050000	32052000	32051000	10000	0
chr4	34000	36000	35000	10000	0
chr4	68000	70000	69000	10000	0
chr4	130000	132000	131000	10000	0
chr4	206000	208000	207000	10000	0
chr4	308000	310000	309000	10000	0
chr4	360000	362000	361000	10000	2
chr4	444000	446000	445000	10000	0
chr4	486000	488000	487000	10000	1
chr4	522000	524000	523000	10000	0
chr4	696000	698000	697000	10000	0
chr4	794000	796000	795000	10000	0
chr4	836000	838000	837000	10000	0
chr4	854000	856000	855000	10000	0
chr4	932000	934000	933000	10000	0
chr4	958000	960000	959000	10000	0
chr4	980000	982000	981000	10000	0
chr4	1050000	1052000	1051000	10000	0
chr4	1114000	1116000	1115000	10000	0
chr4	1200000	1202000	1201000	10000	0
chr4	1230000	1232000	1231000	10000	0
chr4	1280000	1282000	1281000	10000	0
chr4	1320000	1322000	1321000	10000	1
chrX	56000	58000	57000	10000	1
chrX	112000	114000	113000	10000	1
chrX	142000	144000	143000	10000	0
chrX	242000	244000	243000	10000	0
chrX	280000	282000	281000	10000	0
chrX	476000	478000	477000	10000	0
chrX	530000	532000	531000	10000	1
chrX	620000	622000	621000	10000	1
